Crash Date,crashdate,MonthDay,dayofweek,year,month,day,week,TotalDeaths
5212006,5/21/06,521,Sunday,2006,5,21,22,141
5212007,5/21/07,521,Monday,2007,5,21,21,92
5212008,5/21/08,521,Wednesday,2008,5,21,21,84
5212009,5/21/09,521,Thursday,2009,5,21,21,77
5212010,5/21/10,521,Friday,2010,5,21,21,102
5212011,5/21/11,521,Saturday,2011,5,21,21,137
5212012,5/21/12,521,Monday,2012,5,21,22,75
5212013,5/21/13,521,Tuesday,2013,5,21,21,58
5212014,5/21/14,521,Wednesday,2014,5,21,21,88
5212015,5/21/15,521,Thursday,2015,5,21,21,95
5212016,5/21/16,521,Saturday,2016,5,21,21,140
5222006,5/22/06,522,Monday,2006,5,22,22,89
5222007,5/22/07,522,Tuesday,2007,5,22,21,81
5222008,5/22/08,522,Thursday,2008,5,22,21,101
5222009,5/22/09,522,Friday,2009,5,22,21,126
5222010,5/22/10,522,Saturday,2010,5,22,21,124
5222011,5/22/11,522,Sunday,2011,5,22,22,96
5222012,5/22/12,522,Tuesday,2012,5,22,22,72
5222013,5/22/13,522,Wednesday,2013,5,22,21,59
5222014,5/22/14,522,Thursday,2014,5,22,21,80
5222015,5/22/15,522,Friday,2015,5,22,21,92
5222016,5/22/16,522,Sunday,2016,5,22,22,111
5232006,5/23/06,523,Tuesday,2006,5,23,22,92
5232007,5/23/07,523,Wednesday,2007,5,23,21,99
5232008,5/23/08,523,Friday,2008,5,23,21,98
5232009,5/23/09,523,Saturday,2009,5,23,21,178
5232010,5/23/10,523,Sunday,2010,5,23,22,116
5232011,5/23/11,523,Monday,2011,5,23,22,75
5232012,5/23/12,523,Wednesday,2012,5,23,22,64
5232013,5/23/13,523,Thursday,2013,5,23,21,78
5232014,5/23/14,523,Friday,2014,5,23,21,119
5232015,5/23/15,523,Saturday,2015,5,23,21,149
5232016,5/23/16,523,Monday,2016,5,23,22,108
5242006,5/24/06,524,Wednesday,2006,5,24,22,96
5242007,5/24/07,524,Thursday,2007,5,24,21,112
5242008,5/24/08,524,Saturday,2008,5,24,21,124
5242009,5/24/09,524,Sunday,2009,5,24,22,140
5242010,5/24/10,524,Monday,2010,5,24,22,60
5242011,5/24/11,524,Tuesday,2011,5,24,22,77
5242012,5/24/12,524,Thursday,2012,5,24,22,93
5242013,5/24/13,524,Friday,2013,5,24,21,103
5242014,5/24/14,524,Saturday,2014,5,24,21,128
5242015,5/24/15,524,Sunday,2015,5,24,22,133
5242016,5/24/16,524,Tuesday,2016,5,24,22,81
5252006,5/25/06,525,Thursday,2006,5,25,22,87
5252007,5/25/07,525,Friday,2007,5,25,21,154
5252008,5/25/08,525,Sunday,2008,5,25,22,99
5252009,5/25/09,525,Monday,2009,5,25,22,102
5252010,5/25/10,525,Tuesday,2010,5,25,22,75
5252011,5/25/11,525,Wednesday,2011,5,25,22,74
5252012,5/25/12,525,Friday,2012,5,25,22,101
5252013,5/25/13,525,Saturday,2013,5,25,21,124
5252014,5/25/14,525,Sunday,2014,5,25,22,120
5252015,5/25/15,525,Monday,2015,5,25,22,95
5252016,5/25/16,525,Wednesday,2016,5,25,22,103
5262006,5/26/06,526,Friday,2006,5,26,22,139
5262007,5/26/07,526,Saturday,2007,5,26,21,165
5262008,5/26/08,526,Monday,2008,5,26,22,97
5262009,5/26/09,526,Tuesday,2009,5,26,22,68
5262010,5/26/10,526,Wednesday,2010,5,26,22,86
5262011,5/26/11,526,Thursday,2011,5,26,22,85
5262012,5/26/12,526,Saturday,2012,5,26,22,129
5262013,5/26/13,526,Sunday,2013,5,26,22,130
5262014,5/26/14,526,Monday,2014,5,26,22,76
5262015,5/26/15,526,Tuesday,2015,5,26,22,66
5262016,5/26/16,526,Thursday,2016,5,26,22,120
5272006,5/27/06,527,Saturday,2006,5,27,22,129
5272007,5/27/07,527,Sunday,2007,5,27,22,129
5272008,5/27/08,527,Tuesday,2008,5,27,22,59
5272009,5/27/09,527,Wednesday,2009,5,27,22,77
5272010,5/27/10,527,Thursday,2010,5,27,22,77
5272011,5/27/11,527,Friday,2011,5,27,22,102
5272012,5/27/12,527,Sunday,2012,5,27,23,99
5272013,5/27/13,527,Monday,2013,5,27,22,86
5272014,5/27/14,527,Tuesday,2014,5,27,22,78
5272015,5/27/15,527,Wednesday,2015,5,27,22,93
5272016,5/27/16,527,Friday,2016,5,27,22,126
5282006,5/28/06,528,Sunday,2006,5,28,23,139
5282007,5/28/07,528,Monday,2007,5,28,22,132
5282008,5/28/08,528,Wednesday,2008,5,28,22,74
5282009,5/28/09,528,Thursday,2009,5,28,22,84
5282010,5/28/10,528,Friday,2010,5,28,22,115
5282011,5/28/11,528,Saturday,2011,5,28,22,128
5282012,5/28/12,528,Monday,2012,5,28,23,103
5282013,5/28/13,528,Tuesday,2013,5,28,22,73
5282014,5/28/14,528,Wednesday,2014,5,28,22,74
5282015,5/28/15,528,Thursday,2015,5,28,22,84
5282016,5/28/16,528,Saturday,2016,5,28,22,140
5292006,5/29/06,529,Monday,2006,5,29,23,123
5292007,5/29/07,529,Tuesday,2007,5,29,22,81
5292008,5/29/08,529,Thursday,2008,5,29,22,73
5292009,5/29/09,529,Friday,2009,5,29,22,102
5292010,5/29/10,529,Saturday,2010,5,29,22,107
5292011,5/29/11,529,Sunday,2011,5,29,23,115
5292012,5/29/12,529,Tuesday,2012,5,29,23,100
5292013,5/29/13,529,Wednesday,2013,5,29,22,73
5292014,5/29/14,529,Thursday,2014,5,29,22,84
5292015,5/29/15,529,Friday,2015,5,29,22,97
5292016,5/29/16,529,Sunday,2016,5,29,23,140
5302006,5/30/06,530,Tuesday,2006,5,30,23,80
5302007,5/30/07,530,Wednesday,2007,5,30,22,109
5302008,5/30/08,530,Friday,2008,5,30,22,87
5302009,5/30/09,530,Saturday,2009,5,30,22,122
5302010,5/30/10,530,Sunday,2010,5,30,23,109
5302011,5/30/11,530,Monday,2011,5,30,23,110
5302012,5/30/12,530,Wednesday,2012,5,30,23,99
5302013,5/30/13,530,Thursday,2013,5,30,22,79
5302014,5/30/14,530,Friday,2014,5,30,22,93
5302015,5/30/15,530,Saturday,2015,5,30,22,99
5302016,5/30/16,530,Monday,2016,5,30,23,117
5312006,5/31/06,531,Wednesday,2006,5,31,23,100
5312007,5/31/07,531,Thursday,2007,5,31,22,108
5312008,5/31/08,531,Saturday,2008,5,31,22,118
5312009,5/31/09,531,Sunday,2009,5,31,23,112
5312010,5/31/10,531,Monday,2010,5,31,23,85
5312011,5/31/11,531,Tuesday,2011,5,31,23,79
5312012,5/31/12,531,Thursday,2012,5,31,23,77
5312013,5/31/13,531,Friday,2013,5,31,22,115
5312014,5/31/14,531,Saturday,2014,5,31,22,125
5312015,5/31/15,531,Sunday,2015,5,31,23,93
5312016,5/31/16,531,Tuesday,2016,5,31,23,86
6012006,6/1/06,601,Thursday,2006,6,1,23,82
6012007,6/1/07,601,Friday,2007,6,1,22,119
6012008,6/1/08,601,Sunday,2008,6,1,23,124
6012009,6/1/09,601,Monday,2009,6,1,23,97
6012010,6/1/10,601,Tuesday,2010,6,1,23,78
6012011,6/1/11,601,Wednesday,2011,6,1,23,87
6012012,6/1/12,601,Friday,2012,6,1,23,103
6012013,6/1/13,601,Saturday,2013,6,1,22,121
6012014,6/1/14,601,Sunday,2014,6,1,23,109
6012015,6/1/15,601,Monday,2015,6,1,23,75
6012016,6/1/16,601,Wednesday,2016,6,1,23,104
6022006,6/2/06,602,Friday,2006,6,2,23,93
6022007,6/2/07,602,Saturday,2007,6,2,22,135
6022008,6/2/08,602,Monday,2008,6,2,23,77
6022009,6/2/09,602,Tuesday,2009,6,2,23,86
6022010,6/2/10,602,Wednesday,2010,6,2,23,86
6022011,6/2/11,602,Thursday,2011,6,2,23,78
6022012,6/2/12,602,Saturday,2012,6,2,23,129
6022013,6/2/13,602,Sunday,2013,6,2,23,107
6022014,6/2/14,602,Monday,2014,6,2,23,75
6022015,6/2/15,602,Tuesday,2015,6,2,23,63
6022016,6/2/16,602,Thursday,2016,6,2,23,80
6032006,6/3/06,603,Saturday,2006,6,3,23,148
6032007,6/3/07,603,Sunday,2007,6,3,23,132
6032008,6/3/08,603,Tuesday,2008,6,3,23,70
6032009,6/3/09,603,Wednesday,2009,6,3,23,88
6032010,6/3/10,603,Thursday,2010,6,3,23,77
6032011,6/3/11,603,Friday,2011,6,3,23,84
6032012,6/3/12,603,Sunday,2012,6,3,24,122
6032013,6/3/13,603,Monday,2013,6,3,23,94
6032014,6/3/14,603,Tuesday,2014,6,3,23,85
6032015,6/3/15,603,Wednesday,2015,6,3,23,91
6032016,6/3/16,603,Friday,2016,6,3,23,120
6042006,6/4/06,604,Sunday,2006,6,4,24,117
6042007,6/4/07,604,Monday,2007,6,4,23,93
6042008,6/4/08,604,Wednesday,2008,6,4,23,74
6042009,6/4/09,604,Thursday,2009,6,4,23,94
6042010,6/4/10,604,Friday,2010,6,4,23,78
6042011,6/4/11,604,Saturday,2011,6,4,23,116
6042012,6/4/12,604,Monday,2012,6,4,24,88
6042013,6/4/13,604,Tuesday,2013,6,4,23,77
6042014,6/4/14,604,Wednesday,2014,6,4,23,70
6042015,6/4/15,604,Thursday,2015,6,4,23,110
6042016,6/4/16,604,Saturday,2016,6,4,23,127
6052006,6/5/06,605,Monday,2006,6,5,24,104
6052007,6/5/07,605,Tuesday,2007,6,5,23,96
6052008,6/5/08,605,Thursday,2008,6,5,23,78
6052009,6/5/09,605,Friday,2009,6,5,23,108
6052010,6/5/10,605,Saturday,2010,6,5,23,115
6052011,6/5/11,605,Sunday,2011,6,5,24,113
6052012,6/5/12,605,Tuesday,2012,6,5,24,76
6052013,6/5/13,605,Wednesday,2013,6,5,23,83
6052014,6/5/14,605,Thursday,2014,6,5,23,100
6052015,6/5/15,605,Friday,2015,6,5,23,89
6052016,6/5/16,605,Sunday,2016,6,5,24,115
6062006,6/6/06,606,Tuesday,2006,6,6,24,90
6062007,6/6/07,606,Wednesday,2007,6,6,23,106
6062008,6/6/08,606,Friday,2008,6,6,23,111
6062009,6/6/09,606,Saturday,2009,6,6,23,156
6062010,6/6/10,606,Sunday,2010,6,6,24,95
6062011,6/6/11,606,Monday,2011,6,6,24,68
6062012,6/6/12,606,Wednesday,2012,6,6,24,86
6062013,6/6/13,606,Thursday,2013,6,6,23,95
6062014,6/6/14,606,Friday,2014,6,6,23,91
6062015,6/6/15,606,Saturday,2015,6,6,23,137
6062016,6/6/16,606,Monday,2016,6,6,24,97
6072006,6/7/06,607,Wednesday,2006,6,7,24,93
6072007,6/7/07,607,Thursday,2007,6,7,23,114
6072008,6/7/08,607,Saturday,2008,6,7,23,124
6072009,6/7/09,607,Sunday,2009,6,7,24,101
6072010,6/7/10,607,Monday,2010,6,7,24,67
6072011,6/7/11,607,Tuesday,2011,6,7,24,77
6072012,6/7/12,607,Thursday,2012,6,7,24,93
6072013,6/7/13,607,Friday,2013,6,7,23,96
6072014,6/7/14,607,Saturday,2014,6,7,23,146
6072015,6/7/15,607,Sunday,2015,6,7,24,147
6072016,6/7/16,607,Tuesday,2016,6,7,24,93
6082006,6/8/06,608,Thursday,2006,6,8,24,110
6082007,6/8/07,608,Friday,2007,6,8,23,111
6082008,6/8/08,608,Sunday,2008,6,8,24,119
6082009,6/8/09,608,Monday,2009,6,8,24,76
6082010,6/8/10,608,Tuesday,2010,6,8,24,64
6082011,6/8/11,608,Wednesday,2011,6,8,24,90
6082012,6/8/12,608,Friday,2012,6,8,24,90
6082013,6/8/13,608,Saturday,2013,6,8,23,134
6082014,6/8/14,608,Sunday,2014,6,8,24,96
6082015,6/8/15,608,Monday,2015,6,8,24,87
6082016,6/8/16,608,Wednesday,2016,6,8,24,101
6092006,6/9/06,609,Friday,2006,6,9,24,115
6092007,6/9/07,609,Saturday,2007,6,9,23,180
6092008,6/9/08,609,Monday,2008,6,9,24,86
6092009,6/9/09,609,Tuesday,2009,6,9,24,75
6092010,6/9/10,609,Wednesday,2010,6,9,24,66
6092011,6/9/11,609,Thursday,2011,6,9,24,96
6092012,6/9/12,609,Saturday,2012,6,9,24,151
6092013,6/9/13,609,Sunday,2013,6,9,24,107
6092014,6/9/14,609,Monday,2014,6,9,24,72
6092015,6/9/15,609,Tuesday,2015,6,9,24,75
6092016,6/9/16,609,Thursday,2016,6,9,24,105
6102006,6/10/06,610,Saturday,2006,6,10,24,166
6102007,6/10/07,610,Sunday,2007,6,10,24,155
6102008,6/10/08,610,Tuesday,2008,6,10,24,93
6102009,6/10/09,610,Wednesday,2009,6,10,24,69
6102010,6/10/10,610,Thursday,2010,6,10,24,93
6102011,6/10/11,610,Friday,2011,6,10,24,120
6102012,6/10/12,610,Sunday,2012,6,10,25,128
6102013,6/10/13,610,Monday,2013,6,10,24,80
6102014,6/10/14,610,Tuesday,2014,6,10,24,73
6102015,6/10/15,610,Wednesday,2015,6,10,24,97
6102016,6/10/16,610,Friday,2016,6,10,24,111
6112006,6/11/06,611,Sunday,2006,6,11,25,137
6112007,6/11/07,611,Monday,2007,6,11,24,92
6112008,6/11/08,611,Wednesday,2008,6,11,24,75
6112009,6/11/09,611,Thursday,2009,6,11,24,94
6112010,6/11/10,611,Friday,2010,6,11,24,91
6112011,6/11/11,611,Saturday,2011,6,11,24,114
6112012,6/11/12,611,Monday,2012,6,11,25,78
6112013,6/11/13,611,Tuesday,2013,6,11,24,87
6112014,6/11/14,611,Wednesday,2014,6,11,24,67
6112015,6/11/15,611,Thursday,2015,6,11,24,94
6112016,6/11/16,611,Saturday,2016,6,11,24,145
6122006,6/12/06,612,Monday,2006,6,12,25,78
6122007,6/12/07,612,Tuesday,2007,6,12,24,84
6122008,6/12/08,612,Thursday,2008,6,12,24,99
6122009,6/12/09,612,Friday,2009,6,12,24,115
6122010,6/12/10,612,Saturday,2010,6,12,24,105
6122011,6/12/11,612,Sunday,2011,6,12,25,104
6122012,6/12/12,612,Tuesday,2012,6,12,25,71
6122013,6/12/13,612,Wednesday,2013,6,12,24,97
6122014,6/12/14,612,Thursday,2014,6,12,24,85
6122015,6/12/15,612,Friday,2015,6,12,24,107
6122016,6/12/16,612,Sunday,2016,6,12,25,123
6132006,6/13/06,613,Tuesday,2006,6,13,25,98
6132007,6/13/07,613,Wednesday,2007,6,13,24,112
6132008,6/13/08,613,Friday,2008,6,13,24,113
6132009,6/13/09,613,Saturday,2009,6,13,24,152
6132010,6/13/10,613,Sunday,2010,6,13,25,101
6132011,6/13/11,613,Monday,2011,6,13,25,94
6132012,6/13/12,613,Wednesday,2012,6,13,25,100
6132013,6/13/13,613,Thursday,2013,6,13,24,98
6132014,6/13/14,613,Friday,2014,6,13,24,99
6132015,6/13/15,613,Saturday,2015,6,13,24,119
6132016,6/13/16,613,Monday,2016,6,13,25,90
6142006,6/14/06,614,Wednesday,2006,6,14,25,110
6142007,6/14/07,614,Thursday,2007,6,14,24,114
6142008,6/14/08,614,Saturday,2008,6,14,24,127
6142009,6/14/09,614,Sunday,2009,6,14,25,113
6142010,6/14/10,614,Monday,2010,6,14,25,73
6142011,6/14/11,614,Tuesday,2011,6,14,25,75
6142012,6/14/12,614,Thursday,2012,6,14,25,77
6142013,6/14/13,614,Friday,2013,6,14,24,100
6142014,6/14/14,614,Saturday,2014,6,14,24,113
6142015,6/14/15,614,Sunday,2015,6,14,25,119
6142016,6/14/16,614,Tuesday,2016,6,14,25,85
6152006,6/15/06,615,Thursday,2006,6,15,25,117
6152007,6/15/07,615,Friday,2007,6,15,24,130
6152008,6/15/08,615,Sunday,2008,6,15,25,108
6152009,6/15/09,615,Monday,2009,6,15,25,76
6152010,6/15/10,615,Tuesday,2010,6,15,25,73
6152011,6/15/11,615,Wednesday,2011,6,15,25,72
6152012,6/15/12,615,Friday,2012,6,15,25,96
6152013,6/15/13,615,Saturday,2013,6,15,24,142
6152014,6/15/14,615,Sunday,2014,6,15,25,101
6152015,6/15/15,615,Monday,2015,6,15,25,101
6152016,6/15/16,615,Wednesday,2016,6,15,25,95
6162006,6/16/06,616,Friday,2006,6,16,25,135
6162007,6/16/07,616,Saturday,2007,6,16,24,185
6162008,6/16/08,616,Monday,2008,6,16,25,100
6162009,6/16/09,616,Tuesday,2009,6,16,25,75
6162010,6/16/10,616,Wednesday,2010,6,16,25,70
6162011,6/16/11,616,Thursday,2011,6,16,25,83
6162012,6/16/12,616,Saturday,2012,6,16,25,159
6162013,6/16/13,616,Sunday,2013,6,16,25,125
6162014,6/16/14,616,Monday,2014,6,16,25,88
6162015,6/16/15,616,Tuesday,2015,6,16,25,81
6162016,6/16/16,616,Thursday,2016,6,16,25,106
6172006,6/17/06,617,Saturday,2006,6,17,25,156
6172007,6/17/07,617,Sunday,2007,6,17,25,158
6172008,6/17/08,617,Tuesday,2008,6,17,25,83
6172009,6/17/09,617,Wednesday,2009,6,17,25,81
6172010,6/17/10,617,Thursday,2010,6,17,25,77
6172011,6/17/11,617,Friday,2011,6,17,25,102
6172012,6/17/12,617,Sunday,2012,6,17,26,103
6172013,6/17/13,617,Monday,2013,6,17,25,88
6172014,6/17/14,617,Tuesday,2014,6,17,25,81
6172015,6/17/15,617,Wednesday,2015,6,17,25,77
6172016,6/17/16,617,Friday,2016,6,17,25,110
6182006,6/18/06,618,Sunday,2006,6,18,26,131
6182007,6/18/07,618,Monday,2007,6,18,25,111
6182008,6/18/08,618,Wednesday,2008,6,18,25,85
6182009,6/18/09,618,Thursday,2009,6,18,25,71
6182010,6/18/10,618,Friday,2010,6,18,25,109
6182011,6/18/11,618,Saturday,2011,6,18,25,101
6182012,6/18/12,618,Monday,2012,6,18,26,65
6182013,6/18/13,618,Tuesday,2013,6,18,25,64
6182014,6/18/14,618,Wednesday,2014,6,18,25,83
6182015,6/18/15,618,Thursday,2015,6,18,25,99
6182016,6/18/16,618,Saturday,2016,6,18,25,128
6192006,6/19/06,619,Monday,2006,6,19,26,109
6192007,6/19/07,619,Tuesday,2007,6,19,25,87
6192008,6/19/08,619,Thursday,2008,6,19,25,100
6192009,6/19/09,619,Friday,2009,6,19,25,97
6192010,6/19/10,619,Saturday,2010,6,19,25,114
6192011,6/19/11,619,Sunday,2011,6,19,26,93
6192012,6/19/12,619,Tuesday,2012,6,19,26,80
6192013,6/19/13,619,Wednesday,2013,6,19,25,76
6192014,6/19/14,619,Thursday,2014,6,19,25,81
6192015,6/19/15,619,Friday,2015,6,19,25,98
6192016,6/19/16,619,Sunday,2016,6,19,26,131
6202006,6/20/06,620,Tuesday,2006,6,20,26,97
6202007,6/20/07,620,Wednesday,2007,6,20,25,86
6202008,6/20/08,620,Friday,2008,6,20,25,97
6202009,6/20/09,620,Saturday,2009,6,20,25,154
6202010,6/20/10,620,Sunday,2010,6,20,26,95
6202011,6/20/11,620,Monday,2011,6,20,26,92
6202012,6/20/12,620,Wednesday,2012,6,20,26,87
6202013,6/20/13,620,Thursday,2013,6,20,25,78
6202014,6/20/14,620,Friday,2014,6,20,25,105
6202015,6/20/15,620,Saturday,2015,6,20,25,148
6202016,6/20/16,620,Monday,2016,6,20,26,106
6212006,6/21/06,621,Wednesday,2006,6,21,26,91
6212007,6/21/07,621,Thursday,2007,6,21,25,119
6212008,6/21/08,621,Saturday,2008,6,21,25,147
6212009,6/21/09,621,Sunday,2009,6,21,26,121
6212010,6/21/10,621,Monday,2010,6,21,26,85
6212011,6/21/11,621,Tuesday,2011,6,21,26,111
6212012,6/21/12,621,Thursday,2012,6,21,26,98
6212013,6/21/13,621,Friday,2013,6,21,25,89
6212014,6/21/14,621,Saturday,2014,6,21,25,123
6212015,6/21/15,621,Sunday,2015,6,21,26,124
6212016,6/21/16,621,Tuesday,2016,6,21,26,101
6222006,6/22/06,622,Thursday,2006,6,22,26,72
6222007,6/22/07,622,Friday,2007,6,22,25,125
6222008,6/22/08,622,Sunday,2008,6,22,26,143
6222009,6/22/09,622,Monday,2009,6,22,26,98
6222010,6/22/10,622,Tuesday,2010,6,22,26,71
6222011,6/22/11,622,Wednesday,2011,6,22,26,108
6222012,6/22/12,622,Friday,2012,6,22,26,97
6222013,6/22/13,622,Saturday,2013,6,22,25,131
6222014,6/22/14,622,Sunday,2014,6,22,26,115
6222015,6/22/15,622,Monday,2015,6,22,26,77
6222016,6/22/16,622,Wednesday,2016,6,22,26,101
6232006,6/23/06,623,Friday,2006,6,23,26,133
6232007,6/23/07,623,Saturday,2007,6,23,25,135
6232008,6/23/08,623,Monday,2008,6,23,26,90
6232009,6/23/09,623,Tuesday,2009,6,23,26,101
6232010,6/23/10,623,Wednesday,2010,6,23,26,64
6232011,6/23/11,623,Thursday,2011,6,23,26,88
6232012,6/23/12,623,Saturday,2012,6,23,26,149
6232013,6/23/13,623,Sunday,2013,6,23,26,111
6232014,6/23/14,623,Monday,2014,6,23,26,100
6232015,6/23/15,623,Tuesday,2015,6,23,26,65
6232016,6/23/16,623,Thursday,2016,6,23,26,94
6242006,6/24/06,624,Saturday,2006,6,24,26,137
6242007,6/24/07,624,Sunday,2007,6,24,26,140
6242008,6/24/08,624,Tuesday,2008,6,24,26,86
6242009,6/24/09,624,Wednesday,2009,6,24,26,84
6242010,6/24/10,624,Thursday,2010,6,24,26,78
6242011,6/24/11,624,Friday,2011,6,24,26,96
6242012,6/24/12,624,Sunday,2012,6,24,27,106
6242013,6/24/13,624,Monday,2013,6,24,26,73
6242014,6/24/14,624,Tuesday,2014,6,24,26,87
6242015,6/24/15,624,Wednesday,2015,6,24,26,110
6242016,6/24/16,624,Friday,2016,6,24,26,120
6252006,6/25/06,625,Sunday,2006,6,25,27,127
6252007,6/25/07,625,Monday,2007,6,25,26,101
6252008,6/25/08,625,Wednesday,2008,6,25,26,84
6252009,6/25/09,625,Thursday,2009,6,25,26,85
6252010,6/25/10,625,Friday,2010,6,25,26,91
6252011,6/25/11,625,Saturday,2011,6,25,26,163
6252012,6/25/12,625,Monday,2012,6,25,27,86
6252013,6/25/13,625,Tuesday,2013,6,25,26,91
6252014,6/25/14,625,Wednesday,2014,6,25,26,79
6252015,6/25/15,625,Thursday,2015,6,25,26,113
6252016,6/25/16,625,Saturday,2016,6,25,26,169
6262006,6/26/06,626,Monday,2006,6,26,27,98
6262007,6/26/07,626,Tuesday,2007,6,26,26,101
6262008,6/26/08,626,Thursday,2008,6,26,26,90
6262009,6/26/09,626,Friday,2009,6,26,26,129
6262010,6/26/10,626,Saturday,2010,6,26,26,132
6262011,6/26/11,626,Sunday,2011,6,26,27,114
6262012,6/26/12,626,Tuesday,2012,6,26,27,67
6262013,6/26/13,626,Wednesday,2013,6,26,26,75
6262014,6/26/14,626,Thursday,2014,6,26,26,108
6262015,6/26/15,626,Friday,2015,6,26,26,123
6262016,6/26/16,626,Sunday,2016,6,26,27,133
6272006,6/27/06,627,Tuesday,2006,6,27,27,91
6272007,6/27/07,627,Wednesday,2007,6,27,26,93
6272008,6/27/08,627,Friday,2008,6,27,26,103
6272009,6/27/09,627,Saturday,2009,6,27,26,145
6272010,6/27/10,627,Sunday,2010,6,27,27,98
6272011,6/27/11,627,Monday,2011,6,27,27,85
6272012,6/27/12,627,Wednesday,2012,6,27,27,95
6272013,6/27/13,627,Thursday,2013,6,27,26,79
6272014,6/27/14,627,Friday,2014,6,27,26,89
6272015,6/27/15,627,Saturday,2015,6,27,26,151
6272016,6/27/16,627,Monday,2016,6,27,27,105
6282006,6/28/06,628,Wednesday,2006,6,28,27,97
6282007,6/28/07,628,Thursday,2007,6,28,26,110
6282008,6/28/08,628,Saturday,2008,6,28,26,117
6282009,6/28/09,628,Sunday,2009,6,28,27,119
6282010,6/28/10,628,Monday,2010,6,28,27,76
6282011,6/28/11,628,Tuesday,2011,6,28,27,98
6282012,6/28/12,628,Thursday,2012,6,28,27,100
6282013,6/28/13,628,Friday,2013,6,28,26,100
6282014,6/28/14,628,Saturday,2014,6,28,26,122
6282015,6/28/15,628,Sunday,2015,6,28,27,104
6282016,6/28/16,628,Tuesday,2016,6,28,27,106
6292006,6/29/06,629,Thursday,2006,6,29,27,129
6292007,6/29/07,629,Friday,2007,6,29,26,139
6292008,6/29/08,629,Sunday,2008,6,29,27,126
6292009,6/29/09,629,Monday,2009,6,29,27,100
6292010,6/29/10,629,Tuesday,2010,6,29,27,67
6292011,6/29/11,629,Wednesday,2011,6,29,27,72
6292012,6/29/12,629,Friday,2012,6,29,27,114
6292013,6/29/13,629,Saturday,2013,6,29,26,118
6292014,6/29/14,629,Sunday,2014,6,29,27,100
6292015,6/29/15,629,Monday,2015,6,29,27,81
6292016,6/29/16,629,Wednesday,2016,6,29,27,104
6302006,6/30/06,630,Friday,2006,6,30,27,122
6302007,6/30/07,630,Saturday,2007,6,30,26,154
6302008,6/30/08,630,Monday,2008,6,30,27,100
6302009,6/30/09,630,Tuesday,2009,6,30,27,93
6302010,6/30/10,630,Wednesday,2010,6,30,27,80
6302011,6/30/11,630,Thursday,2011,6,30,27,99
6302012,6/30/12,630,Saturday,2012,6,30,27,143
6302013,6/30/13,630,Sunday,2013,6,30,27,111
6302014,6/30/14,630,Monday,2014,6,30,27,84
6302015,6/30/15,630,Tuesday,2015,6,30,27,73
6302016,6/30/16,630,Thursday,2016,6,30,27,101
7012006,7/1/06,701,Saturday,2006,7,1,27,142
7012007,7/1/07,701,Sunday,2007,7,1,27,190
7012008,7/1/08,701,Tuesday,2008,7,1,27,60
7012009,7/1/09,701,Wednesday,2009,7,1,27,74
7012010,7/1/10,701,Thursday,2010,7,1,27,83
7012011,7/1/11,701,Friday,2011,7,1,27,117
7012012,7/1/12,701,Sunday,2012,7,1,28,139
7012013,7/1/13,701,Monday,2013,7,1,27,81
7012014,7/1/14,701,Tuesday,2014,7,1,27,72
7012015,7/1/15,701,Wednesday,2015,7,1,27,93
7012016,7/1/16,701,Friday,2016,7,1,27,114
7022006,7/2/06,702,Sunday,2006,7,2,28,147
7022007,7/2/07,702,Monday,2007,7,2,27,101
7022008,7/2/08,702,Wednesday,2008,7,2,27,97
7022009,7/2/09,702,Thursday,2009,7,2,27,94
7022010,7/2/10,702,Friday,2010,7,2,27,112
7022011,7/2/11,702,Saturday,2011,7,2,27,125
7022012,7/2/12,702,Monday,2012,7,2,28,81
7022013,7/2/13,702,Tuesday,2013,7,2,27,64
7022014,7/2/14,702,Wednesday,2014,7,2,27,91
7022015,7/2/15,702,Thursday,2015,7,2,27,104
7022016,7/2/16,702,Saturday,2016,7,2,27,154
7032006,7/3/06,703,Monday,2006,7,3,28,110
7032007,7/3/07,703,Tuesday,2007,7,3,27,108
7032008,7/3/08,703,Thursday,2008,7,3,27,83
7032009,7/3/09,703,Friday,2009,7,3,27,98
7032010,7/3/10,703,Saturday,2010,7,3,27,115
7032011,7/3/11,703,Sunday,2011,7,3,28,124
7032012,7/3/12,703,Tuesday,2012,7,3,28,99
7032013,7/3/13,703,Wednesday,2013,7,3,27,87
7032014,7/3/14,703,Thursday,2014,7,3,27,97
7032015,7/3/15,703,Friday,2015,7,3,27,103
7032016,7/3/16,703,Sunday,2016,7,3,28,129
7042006,7/4/06,704,Tuesday,2006,7,4,28,138
7042007,7/4/07,704,Wednesday,2007,7,4,27,146
7042008,7/4/08,704,Friday,2008,7,4,27,124
7042009,7/4/09,704,Saturday,2009,7,4,27,140
7042010,7/4/10,704,Sunday,2010,7,4,28,114
7042011,7/4/11,704,Monday,2011,7,4,28,117
7042012,7/4/12,704,Wednesday,2012,7,4,28,114
7042013,7/4/13,704,Thursday,2013,7,4,27,113
7042014,7/4/14,704,Friday,2014,7,4,27,123
7042015,7/4/15,704,Saturday,2015,7,4,27,145
7042016,7/4/16,704,Monday,2016,7,4,28,116
7052006,7/5/06,705,Wednesday,2006,7,5,28,117
7052007,7/5/07,705,Thursday,2007,7,5,27,92
7052008,7/5/08,705,Saturday,2008,7,5,27,134
